acestream_id,nombre_e,nombre_ne,tvg-id_e,tvg-id_ne,nombre_supuesto,grupo_e,grupo_ne,calidad,lista_negra,canal_real
b2d560741c006fc5e4a42412bb52dbd25a6a4a3a,,GOL PLAY FHD 4a3a --> NEW ERA,,GOL PLAY,GOL PLAY,,DEPORTES,FHD,no,
eb25ebc41fc51710b098f860b33b3229d11921b3,,MIXED TV (solo eventos) 21b3 --> NEW ERA III,,Unknown,MIXED TV (SOLO EVENTOS),,DEPORTES,HD,no,
7a955964c91c66311eef9137a96332352dbb891e,,REAL MADRID TV HD 891e --> NEW ERA,,Real Madrid TV,REAL MADRID TV,,DEPORTES,HD,no,
d317a003e8047da2c36a2a2bb2289578c9a3b79c,,SKY SPORTS ARENA b79c --> SPORT TV,,UK | Sky Sport Arena,SKY SPORTS ARENA,,DEPORTES,HD,no,
6d95e4b0893e155cc674b84e0763150c445d3ddd,,SKY SPORTS CRICKET 3ddd --> SPORT TV,,UK | Sky Sport Cricket,SKY SPORTS CRICKET,,DEPORTES,HD,no,
eab7aeef0218ce8b0752e596e4792b69eda4df5e,,SKY SPORTS MAIN EVENT df5e --> SPORT TV,,UK | Sky Sport Main Event,SKY SPORTS MAIN EVENT,,DEPORTES,HD,no,
363f1d119b1971237318c0d953ab6eea5eb7c592,,TNT SPORTS HD FHD c592 --> NEW ERA,,UK | Sky Sport Cricket,TNT SPORTS,,DEPORTES,FHD,no,
5ccaf1da1ab3972502f2b35e581d7ab2f9b4965e,,TNT SPORTS HD 965e --> NEW ERA,,UK | Sky Sport Cricket,TNT SPORTS,,DEPORTES,HD,no,
714e14e6d6e27660fd25a75b57b0ac5580fe705d,,EUROSPORT 1 FHD 705d --> NEW ERA,,Eurosport 1 HD,EUROSPORT 1,,EUROSPORT,FHD,no,
ef2abf419586d9876370be127ad592dbb41b126a,,EUROSPORT 1 FHD 126a --> NEW ERA VI,,Eurosport 1 HD,EUROSPORT 1,,EUROSPORT,FHD,no,
bae98f69fbf867550b4f73b4eb176dae84d7f909,,EUROSPORT 1 FHD f909 --> NEW ERA,,Eurosport 1 HD,EUROSPORT 1,,EUROSPORT,FHD,no,
547ab7146a86d6119c9332c011669544720124e3,,EUROSPORT 1 HD 24e3 --> NEW LOOP,,Eurosport 1 HD,EUROSPORT 1,,EUROSPORT,HD,no,
2773b39926d15dd3d9495d94c4050604792d7031,,EUROSPORT 2 FHD 7031 --> NEW ERA,,Eurosport 2,EUROSPORT 2,,EUROSPORT,FHD,no,
7aa9cc819c6fa781dea6b4de3aa5393258b766d8,,EUROSPORT 2 HD 66d8 --> SPORT TV,,Eurosport 2,EUROSPORT 2,,EUROSPORT,HD,no,
ac675c82d6dfd4a201532c18b42e48dacb7c32c6,,EUROSPORT 2 HD 32c6 --> SPORT TV,,Eurosport 2,EUROSPORT 2,,EUROSPORT,HD,no,
37d6f1aabcde81ee6e4873b4db6b7bb8964af8bf,,EUROSPORT 2 FHD f8bf --> NEW ERA VI,,Eurosport 2,EUROSPORT 2,,EUROSPORT,FHD,no,
dc4ccb9e72550bc72be9360aa7d77e337ad11ecc,,EUROSPORT 2 FHD 1ecc --> NEW ERA,,Eurosport 2,EUROSPORT 2,,EUROSPORT,FHD,no,
6176281b9c46a5621a0e88524f8dc621f173b8e0,,EUROSPORT 2 HD b8e0 --> SPORT TV,,Eurosport 2,EUROSPORT 2,,EUROSPORT,HD,no,
8bdeb6055da0be3bd1e1977dbf3640408f7d0267,,DAZN EVENTOS 2 0267 --> NEW ERA,,Unknown,DAZN EVENTOS 2,,EVENTOS,HD,no,
4b048bcfaed7daec454e88f0e29b56756300447d,,DAZN EVENTOS 3 447d --> NEW ERA,,Unknown,DAZN EVENTOS 3,,EVENTOS,HD,no,
6422e8bc34282871634c81947be093c04ad1bb29,,DAZN F1 FHD bb29 --> NEW ERA,,DAZN F1 HD,DAZN F1,,FORMULA 1,FHD,no,
d5cf2dfa4fb4165ce58bf9db815088c28fec7711,,DAZN F1 FHD 7711 --> NEW ERA,,DAZN F1 HD,DAZN F1,,FORMULA 1,FHD,no,
b04372b9543d763bd2dbd2a1842d9723fd080076,,DAZN F1 0076 --> SPORT TV,,DAZN F1 HD,DAZN F1,,FORMULA 1,HD,no,
3f5b7e2f883fe4b4b973e198d147a513d5c7c32a,,DAZN F1 FHD c32a --> NEW ERA VI,,DAZN F1 HD,DAZN F1,,FORMULA 1,FHD,no,
d65257bb934b73647374224fd62d836815804be2,,DAZN F1 HD 4be2 --> SPORT TV,,DAZN F1 HD,DAZN F1,,FORMULA 1,HD,no,
4bc6f4cb6697c1defc981c0afe1a4c3a62284aee,,DAZN F1 SD 4aee --> NEW ERA,,DAZN F1 HD,DAZN F1,,FORMULA 1,HD,no,
c9c18ae7a9dafba1caae5beb22060f9c92bba553,,DAZN F1 FHD a553 --> NEW ERA,,DAZN F1 HD,DAZN F1,,FORMULA 1,FHD,no,
515efd8115482bda8d92aa6df9a882a5e5797494,,DAZN F1 FHD 7494 --> NEW ERA,,DAZN F1 HD,DAZN F1,,FORMULA 1,FHD,no,
b5f3cc5cd66c98bae9d65df43ecee6c02d18aebd,,DAZN F1 FHD aebd --> NEW ERA II,,DAZN F1 HD,DAZN F1,,FORMULA 1,FHD,no,
38e9ae1ee0c96d7c6187c9c4cc60ffccb565bdf7,,DAZN F1 FHD bdf7 --> NEW ERA VI,,DAZN F1 HD,DAZN F1,,FORMULA 1,FHD,no,
bba1905fcd1c4975aec544047bf8e4cd23ce3fe0,,BEIN SPORTS 1 3fe0 --> SPORT TV,,FR | beIN SPORTS 1,BEIN SPORTS 1,,FUTBOL INT,HD,no,
118416583faa3fb4f03800173429b6b844b43a52,,beIN SPORTS HD 1 (TR) 3a52 --> SPORT TV,,TR | beIN SPORTS 1,BEIN SPORTS 1 (TR),,FUTBOL INT,HD,no,
edb507e38394d614c9ff55805c9d354ae13210bc,,BEIN SPORTS 2 10bc --> SPORT TV,,FR | beIN SPORTS 2,BEIN SPORTS 2,,FUTBOL INT,HD,no,
731bd3336ec0986ff9100efe40dbaf1473a22cf8,,BEIN SPORTS 3 2cf8 --> SPORT TV,,FR | beIN SPORTS 3,BEIN SPORTS 3,,FUTBOL INT,HD,no,
efc60cfe5e3a349baa02bcc49f6647c21a9c3c5b,,BT Sport 1 [UK] 3c5b --> SPORT TV,,UK | TNT Sports 1,BT SPORT 1 [UK],,FUTBOL INT,HD,no,
fc5089d8e1519872fdf951779ccbca913acc9bce,,BT Sport 1 [UK] 9bce --> SPORT TV,,UK | TNT Sports 1,BT SPORT 1 [UK],,FUTBOL INT,HD,no,
d63d8a57cf471394bfa9f619bbd68b01ae27a801,,BT Sport 2 [UK] a801 --> SPORT TV,,UK | TNT Sports 2,BT SPORT 2 [UK],,FUTBOL INT,HD,no,
5f966c123759de46dff29c379266b7a403452033,,BT Sport 3 [UK] 2033 --> SPORT TV,,UK | TNT Sports 3,BT SPORT 3 [UK],,FUTBOL INT,HD,no,
36cad67fed5a739757a9db844a551aa845a8d51b,,ELEVEN DAZN 1 d51b --> SPORT TV,,PT | DAZN 1,ELEVEN DAZN 1,,FUTBOL INT,HD,no,
7ac2d74ef6df9d15012992d7e0e635a95f58c652,,ELEVEN DAZN 1 c652 --> SPORT TV,,PT | DAZN 1,ELEVEN DAZN 1,,FUTBOL INT,HD,no,
14407b00d454cb7dc0d70aa26e8bbc554f457f00,,ELEVEN DAZN 1 HD 7f00 --> SPORT TV,,PT | DAZN 1,ELEVEN DAZN 1,,FUTBOL INT,HD,no,
d08013df6e437a1fdf1e0c34f573fdf6a40c7fce,,ELEVEN DAZN 2 7fce --> SPORT TV,,PT | DAZN 2,ELEVEN DAZN 2,,FUTBOL INT,HD,no,
54a4a28882d3cae1ca19de5d4b022ebea40351f9,,ELEVEN DAZN 2 HD 51f9 --> SPORT TV,,PT | DAZN 2,ELEVEN DAZN 2,,FUTBOL INT,HD,no,
dae7d1251f069516cc0a9c8f15f6639d2a17df1e,,ELEVEN DAZN 3 df1e --> SPORT TV,,PT | DAZN 3,ELEVEN DAZN 3,,FUTBOL INT,HD,no,
b146ee4b6e16c9df58e27bd02ffd6cea840ff212,,ELEVEN DAZN 3 HD f212 --> SPORT TV,,PT | DAZN 3,ELEVEN DAZN 3,,FUTBOL INT,HD,no,
0f32c0131a2d9444996410801f4e18b04384db98,,ELEVEN DAZN 4 db98 --> SPORT TV,,PT | DAZN 4,ELEVEN DAZN 4,,FUTBOL INT,HD,no,
458a0ddd7d193f6d2750cd14d03a47f47a808e09,,ELEVEN DAZN 4 HD 8e09 --> SPORT TV,,PT | DAZN 4,ELEVEN DAZN 4,,FUTBOL INT,HD,no,
4dbe63b44fc4f439f5b634c0d2aa7e0cccad808a,,ELEVEN DAZN 5 808a --> SPORT TV,,PT | DAZN 5,ELEVEN DAZN 5,,FUTBOL INT,HD,no,
50b6d2b5fd59fefb9f4fd2176994d418f2b94a80,,ELEVEN DAZN 6 4a80 --> SPORT TV,,PT | DAZN 6,ELEVEN DAZN 6,,FUTBOL INT,HD,no,
3e0ba6867173f345d482d80c771f1a5dc3b37e63,,ESPN 2 [BE] 7e63 --> SPORT TV,,ESPN 2,ESPN 2 [BE],,FUTBOL INT,HD,no,
5f9b19c57195cc28ab81e0ec8cad03b55118687a,,ESPN 4 [BE] 687a --> SPORT TV,,ESPN 4,ESPN 4 [BE],,FUTBOL INT,HD,no,
4bf4431b4815f07c1b3749f5a10f905ba566cd47,,ESPN ARGENTINA cd47 --> NEW ERA,,Unknown,ESPN ARGENTINA,,FUTBOL INT,HD,no,
ab7f9cc29ad09ee9575fed758ab317c818fdc491,,ESPN ARGENTINA 2 HD c491 --> NEW ERA,,Unknown,ESPN ARGENTINA 2,,FUTBOL INT,HD,no,
d872a44653bf2ad232d5f8476597754b69e3d56c,,ESPN ARGENTINA 3 HD d56c --> NEW ERA,,Unknown,ESPN ARGENTINA 3,,FUTBOL INT,HD,no,
79f10c6c6168e42bfc606f3f7b9e5f3ca79dedab,,ESPN [BE] edab --> SPORT TV,,ESPN,ESPN [BE],,FUTBOL INT,HD,no,
4b4907de51ec11087d4bed5876f2a0c68264f442,,ESPN HD [US] f442 --> SPORT TV,,ESPN,ESPN [US],,FUTBOL INT,HD,no,
664eb5fe460b96941aed633959a845b185cd8394,,ESPN2 [US] 8394 --> SPORT TV,,ESPN 2,ESPN2 [US],,FUTBOL INT,HD,no,
75a56863b6fe0407ad4305b4d7ee5643c3923565,,PREMIER SPORTS 1 3565 --> SPORT TV,,UK | Premier Sports 1,PREMIER SPORTS 1,,FUTBOL INT,HD,no,
4903ca695edb64bc72ae29eb85a5333ba0139537,,PREMIER SPORTS 2 9537 --> SPORT TV,,UK | Premier Sports 2,PREMIER SPORTS 2,,FUTBOL INT,HD,no,
6ad87abc93cc3c8508be327e313afcd3aa37ec0b,,S SPORT 1 FHD ec0b --> NEW ERA,,Unknown,S SPORT 1,,FUTBOL INT,FHD,no,
8dbe2d515e9131fa311353537736f8c94be9b26d,,SKY SPORTS FOOTBALL b26d --> SPORT TV,,UK | Sky Sport Football,SKY SPORTS FOOTBALL,,FUTBOL INT,HD,no,
999db87cb68b0a671d61a858da7d79dd97b0c0a4,,TR: S SPORT 2 HD c0a4 --> NEW ERA,,Unknown,TR: S SPORT 2,,FUTBOL INT,HD,no,
868a6187d6aeec65ded84bd777814c9f7b7a9027,,ZIGGO SPORT 2 9027 --> SPORT TV,,Ziggo.Sport.2.nl,ZIGGO SPORT 2,,FUTBOL INT,HD,no,
9231f38e71a85ad24b4c11a5e360992e30c916ed,,ZIGGO SPORT 6 16ed --> SPORT TV,,Ziggo.Sport.6.nl,ZIGGO SPORT 6,,FUTBOL INT,HD,no,
87bb542f974b6b9e89d0f2e20ed6dc93426f4be0,LaLiga TV Hypermotion 1080p **,HYPERMOTION 4be0 --> ELCANO,LaLiga TV Hypermotion HD,LaLiga TV Hypermotion HD,HYPERMOTION,HYPERMOTION,HYPERMOTION,FHD,no,
a4f072c9b614323ac1258a175f868a909ea3c8cd,,HYPERMOTION c8cd --> ELCANO,,LaLiga TV Hypermotion HD,HYPERMOTION,,HYPERMOTION,HD,no,
70f22be1286ef224b5e4e9451d9a42468152cda4,,HYPERMOTION FHD cda4 --> NEW ERA VI,,LaLiga TV Hypermotion HD,HYPERMOTION,,HYPERMOTION,FHD,yes,
8ee52f6208e33706171856f99d2ed2dabd317f3a,,HYPERMOTION FHD 7f3a --> NEW ERA VI,,LaLiga TV Hypermotion HD,HYPERMOTION,,HYPERMOTION,FHD,yes,
8a05571c0c8fe53f160fb7d116cdf97243679e86,,HYPERMOTION 2 FHD 9e86 --> NEW ERA VI,,LaLiga TV Hypermotion 2,HYPERMOTION 2,,HYPERMOTION,FHD,no,
1ba18731a8e18bb4b3a5dfa5bb7b0f05762849a6,,HYPERMOTION 3 FHD 49a6 --> NEW ERA VI,,LaLiga TV Hypermotion 3,HYPERMOTION 3,,HYPERMOTION,FHD,no,
1bb5bf76fb2018d6db9aaa29b1467ecdfabe2884,,DAZN LA LIGA 1 FHD 2884 --> NEW ERA VI,,DAZN LaLiga HD,DAZN LA LIGA 1,,LA LIGA,FHD,yes,DAZN LA LIGA 2
0e50439e68aa2435b38f0563bb2f2e98f32ff4b1,,DAZN LA LIGA 1 FHD f4b1 --> NEW ERA VI,,DAZN LaLiga HD,DAZN LA LIGA 1,,LA LIGA,FHD,no,
19f28f60c908f987b1a03da078e63320d7bf29e8,,DAZN LA LIGA 1 29e8 --> NEW ERA,,DAZN LaLiga HD,DAZN LA LIGA 1,,LA LIGA,HD,no,
dda5d2cace9bc4cb0918e62bc50d657d4a10496a,,DAZN LA LIGA 1 496a --> SPORT TV,,DAZN LaLiga HD,DAZN LA LIGA 1,,LA LIGA,HD,no,
d1596a3988b84a4d2711fd380eb8a53256ad74ae,,DAZN LA LIGA 1 FHD 74ae --> NEW ERA,,DAZN LaLiga HD,DAZN LA LIGA 1,,LA LIGA,FHD,yes,
4e6d9cf7d177366045d33cd8311d8b1d7f4bed1f,,DAZN LA LIGA 1 ed1f --> ELCANO,,DAZN LaLiga HD,DAZN LA LIGA 1,,LA LIGA,HD,no,
5091ea94b75ba4b50b078b4102a3d0e158ef59c3,,DAZN LA LIGA 2 FHD 59c3 --> NEW ERA VI,,DAZN LaLiga 2 HD,DAZN LA LIGA 2,,LA LIGA,FHD,no,
635b61c1f240449163260cd914d10d886a54fee3,,DAZN LA LIGA 2 FHD fee3 --> NEW ERA,,DAZN LaLiga 2 HD,DAZN LA LIGA 2,,LA LIGA,FHD,no,
8c30b600cc48899991b452805df48b68d998e61c,,M+ LALIGA FHD e61c --> NEW ERA VI,,M+ LaLiga HD,M+ LALIGA,,LA LIGA,FHD,no,
af458073c3096293a4dea9f369d4f308e7125bd6,,M+ LALIGA FHD 5bd6 --> NEW ERA,,M+ LaLiga HD,M+ LALIGA,,LA LIGA,FHD,no,
31c19ffb3472c289c5bbbbc174449c8ed0d19e38,,M+ LALIGA 9e38 --> SPORT TV,,M+ LaLiga HD,M+ LALIGA,,LA LIGA,HD,no,
107c3ce5a5d2527c9f06e4eab87477201791f231,,M+ LALIGA FHD f231 --> NEW ERA VI,,M+ LaLiga HD,M+ LALIGA,,LA LIGA,FHD,yes,
911ad127726234b97658498a8b790fdd7516541d,,M+ LALIGA 2 FHD 541d --> NEW ERA VI,,M+ LaLiga 2 HD,M+ LALIGA 2,,LA LIGA,FHD,no,
b8eb9c9868d487402569bba2d97a8af113d033fe,,M+ LALIGA 2 33fe --> SPORT TV,,M+ LaLiga 2 HD,M+ LALIGA 2,,LA LIGA,HD,no,
caa631e8850e3eb5e7c039063dd8a339ccef1176,,M+ LALIGA 2 FHD 1176 --> NEW ERA,,M+ LaLiga 2 HD,M+ LALIGA 2,,LA LIGA,FHD,no,
7ad14386deef2f45ffe17d30a631dbf79b6a1a87,,M+ LALIGA 3 1a87 --> ELCANO,,M+ LaLiga 3 HD,M+ LALIGA 3,,LA LIGA,HD,no,
c9afaf4965ad627ea6983fec9f63e0c1e857028d,,M+ LALIGA 3 FHD 028d --> NEW ERA,,M+ LaLiga 3 HD,M+ LALIGA 3,,LA LIGA,FHD,no,
571ce113b9d600a145766443d7417eccab2e1846,,M+ LALIGA 3 1846 --> SPORT TV,,M+ LaLiga 3 HD,M+ LALIGA 3,,LA LIGA,HD,no,
22178d72e0f255dedd7e56f9474fea879289a6f1,,M+ LALIGA 4 a6f1 --> SPORT TV,,M+ LaLiga 4,M+ LALIGA 4,,LA LIGA,HD,no,
e572a5178ff72eed7d1d751a18b4b3419699f370,,LIGA DE CAMPEONES f370 --> SPORT TV,,M+ Liga de Campeones HD,LIGA DE CAMPEONES,,LIGA DE CAMPEONES,HD,no,
152169ce99e1fd27f2249c18384a121079cdef29,,LIGA DE CAMPEONES 4K ef29 --> NEW ERA,,M+ Liga de Campeones HD,LIGA DE CAMPEONES,,LIGA DE CAMPEONES,UHD,no,
0f7842f8b6c26571e5a974407b61623e56e6a052,,LIGA DE CAMPEONES FHD a052 --> NEW ERA VI,,M+ Liga de Campeones HD,LIGA DE CAMPEONES,,LIGA DE CAMPEONES,FHD,no,
97df5b7824948972d041d8ca2a4d29c90b641bc9,,LIGA DE CAMPEONES 1bc9 --> ELCANO,,M+ Liga de Campeones HD,LIGA DE CAMPEONES,,LIGA DE CAMPEONES,HD,no,
b028202ff335911db3118bceac027df3e8ef6c32,M+ Liga de Campeones 720p **,LIGA DE CAMPEONES 6c32 --> ELCANO,M+ Liga de Campeones HD,M+ Liga de Campeones HD,LIGA DE CAMPEONES,LIGA DE CAMPEONES,LIGA DE CAMPEONES,HD,no,
afbf1ef8812e7b0a0977fa3a0a2d3a6d3cbd6c6f,,LIGA DE CAMPEONES FHD 6c6f --> NEW ERA II,,M+ Liga de Campeones HD,LIGA DE CAMPEONES,,LIGA DE CAMPEONES,FHD,no,
afbf2a479c5a5072698139f0f556ef3e77a99bd0,,LIGA DE CAMPEONES FHD 9bd0 --> NEW ERA,,M+ Liga de Campeones HD,LIGA DE CAMPEONES,,LIGA DE CAMPEONES,FHD,no,
2b51710cee513e8939785fa3e7980f32d4e0415f,,LIGA DE CAMPEONES 415f --> ELCANO,,M+ Liga de Campeones HD,LIGA DE CAMPEONES,,LIGA DE CAMPEONES,HD,no,
f3eea003e23f94dc2d527306de9dd386e3ebf4ba,,LIGA DE CAMPEONES FHD f4ba --> NEW ERA VI,,M+ Liga de Campeones HD,LIGA DE CAMPEONES,,LIGA DE CAMPEONES,FHD,yes,
778f08cbae9596ed9e8b2ae0af33ee7a6fe24c6a,,LIGA DE CAMPEONES FHD 4c6a --> NEW ERA,,M+ Liga de Campeones HD,LIGA DE CAMPEONES,,LIGA DE CAMPEONES,FHD,no,
0103373118989085dd0d02667c629ee36d462cb1,,LIGA DE CAMPEONES 10 FHD 2cb1 --> NEW ERA,,M+ Liga de Campeones 10,LIGA DE CAMPEONES 10,,LIGA DE CAMPEONES,FHD,no,
6e12a5849a4edea248ed9c8689e58bd66fc9f8fa,,LIGA DE CAMPEONES 11 FHD f8fa --> NEW ERA,,M+ Liga de Campeones 11,LIGA DE CAMPEONES 11,,LIGA DE CAMPEONES,FHD,no,
130d37f9a68bd8f29f0d636dcde522a1e91d1cb7,,LIGA DE CAMPEONES 12 FHD 1cb7 --> NEW ERA,,M+ Liga de Campeones 12,LIGA DE CAMPEONES 12,,LIGA DE CAMPEONES,FHD,no,
773ef9e2d2feb4f80ef558b253c72fda8d8e53cf,,LIGA DE CAMPEONES 14 SD 53cf --> NEW ERA,,M+ Liga de Campeones 14,LIGA DE CAMPEONES 14,,LIGA DE CAMPEONES,HD,no,
47ce8fe15adfcf4e1749b0c0dee1fc79a3d5ca6d,,LIGA DE CAMPEONES 15 SD ca6d --> NEW ERA,,M+ Liga de Campeones 15,LIGA DE CAMPEONES 15,,LIGA DE CAMPEONES,HD,no,
348cc65d5cbd5a77da0fe006ce97eff6ad72b9da,,LIGA DE CAMPEONES 16 SD b9da --> NEW ERA,,M+ Liga de Campeones 16,LIGA DE CAMPEONES 16,,LIGA DE CAMPEONES,HD,no,
a15a132ffe7867a2b61b49617df39a8309cce27c,,LIGA DE CAMPEONES 17 SD e27c --> NEW ERA,,M+ Liga de Campeones 17,LIGA DE CAMPEONES 17,,LIGA DE CAMPEONES,HD,no,
e7d8cae7f693fe46e89bbf74820caac9ffb32a30,,LIGA DE CAMPEONES 2 FHD 2a30 --> NEW ERA VI,,M+ Liga de Campeones 2 HD,LIGA DE CAMPEONES 2,,LIGA DE CAMPEONES,FHD,yes,
bb26037a253866d341778181eff5c8637240d615,,LIGA DE CAMPEONES 2 d615 --> ELCANO,,M+ Liga de Campeones 2 HD,LIGA DE CAMPEONES 2,,LIGA DE CAMPEONES,HD,no,
4fc6d0331830ad8743abab2fe2473b63bdfbc49f,,LIGA DE CAMPEONES 2 FHD c49f --> NEW ERA,,M+ Liga de Campeones 2 HD,LIGA DE CAMPEONES 2,,LIGA DE CAMPEONES,FHD,no,
4b18a3b32df5960ed950fa907f8d509b1ad2a188,,LIGA DE CAMPEONES 2 FHD a188 --> NEW ERA II,,M+ Liga de Campeones 2 HD,LIGA DE CAMPEONES 2,,LIGA DE CAMPEONES,FHD,yes,
338b5de78b0b40a6f9ca3cc0cf9be93341b9ceea,,LIGA DE CAMPEONES 2 ceea --> SPORT TV,,M+ Liga de Campeones 2 HD,LIGA DE CAMPEONES 2,,LIGA DE CAMPEONES,HD,no,
498c56bd00f535e440c392de5af992421a31355c,,LIGA DE CAMPEONES 2 FHD 355c --> NEW ERA,,M+ Liga de Campeones 2 HD,LIGA DE CAMPEONES 2,,LIGA DE CAMPEONES,FHD,no,
c6a3673f6a37b1bd3cf31fdd6404dd33d48cfccb,,LIGA DE CAMPEONES 2 FHD fccb --> NEW ERA,,M+ Liga de Campeones 2 HD,LIGA DE CAMPEONES 2,,LIGA DE CAMPEONES,FHD,no,
ea03cc51980996ba6f2da49e30eee1de8a66ae54,,LIGA DE CAMPEONES 2 FHD ae54 --> NEW ERA II,,M+ Liga de Campeones 2 HD,LIGA DE CAMPEONES 2,,LIGA DE CAMPEONES,FHD,yes,
1dece791d28be6a5af78537ac4864ec01fa0a6d8,,LIGA DE CAMPEONES 3 FHD a6d8 --> NEW ERA,,M+ Liga de Campeones 3 HD,LIGA DE CAMPEONES 3,,LIGA DE CAMPEONES,FHD,no,
07976f79d17a439d7aff46cf0d4cfdf80311caf5,,LIGA DE CAMPEONES 3 FHD caf5 --> NEW ERA,,M+ Liga de Campeones 3 HD,LIGA DE CAMPEONES 3,,LIGA DE CAMPEONES,FHD,no,
17b8bc4bf8e29547b0071c742e3d7da3bcbc484d,,LIGA DE CAMPEONES 3 FHD 484d --> NEW ERA,,M+ Liga de Campeones 3 HD,LIGA DE CAMPEONES 3,,LIGA DE CAMPEONES,FHD,no,
90f7941c6bf7ca4b18084a1dca7bc15b9b179373,,LIGA DE CAMPEONES 3 9373 --> SPORT TV,,M+ Liga de Campeones 3 HD,LIGA DE CAMPEONES 3,,LIGA DE CAMPEONES,HD,no,
66b373c0da20ac615996dbd1c340087f50a9a39e,,LIGA DE CAMPEONES 3 FHD a39e --> NEW ERA,,M+ Liga de Campeones 3 HD,LIGA DE CAMPEONES 3,,LIGA DE CAMPEONES,FHD,no,
